oclc_num,bibnumber,last_update,creator,title,extent,match_type,terms,context_snippets,rule_ids
(OCoLC)on1344347447,443810,20240808182717.0,"Gillray, James,1756-1815,printmaker.","The royal minuet, or, Sawbridge's delight[print] :a hint for a new reform.",1 print :etching ;image: 233 x 342 mm; plate mark: 248 x 352 mm; sheet: 250 x 352 mm,summary,Miss,"Print shows a scene in Carlton House, where the Prince of Wales is holding Mrs. Sawbridge across his knees and spanking her while Alderman Sawbridge plays the fiddle and dances; from his pocket hangs a piece of music inscribed ""Reform, a new Motion"". On the extreme left Lady Archer stands in profile to the right, holding a driving-whip, and pointing angrily at the injured lady. Miss Sawbridge stands clasping her hands in horror at the treatment of her mother. Behind are a number of onlookers: a very fat lady in profile to the left is Miss Vanneck. Mrs. Fitzherbert looks on with Fox, who has his arm round her shoulder. George Hanger stands in profile to the left.",GenderTerms
(OCoLC)on1344347447,443810,20240808182717.0,"Gillray, James,1756-1815,printmaker.","The royal minuet, or, Sawbridge's delight[print] :a hint for a new reform.",1 print :etching ;image: 233 x 342 mm; plate mark: 248 x 352 mm; sheet: 250 x 352 mm,summary,Miss,"Print shows a scene in Carlton House, where the Prince of Wales is holding Mrs. Sawbridge across his knees and spanking her while Alderman Sawbridge plays the fiddle and dances; from his pocket hangs a piece of music inscribed ""Reform, a new Motion"". On the extreme left Lady Archer stands in profile to the right, holding a driving-whip, and pointing angrily at the injured lady. Miss Sawbridge stands clasping her hands in horror at the treatment of her mother. Behind are a number of onlookers: a very fat lady in profile to the left is Miss Vanneck. Mrs. Fitzherbert looks on with Fox, who has his arm round her shoulder. George Hanger stands in profile to the left.",GenderTerms
(OCoLC)ocn701813948,443817,20240722163234.0,"Gillray, James,1756-1815,printmaker.","The morning after marriage, or, A scene on the continent[print] /plenipo Georgy fecit.","1 print :etching, hand colored ;image: 390 x 486 mm; sheet: 404 x 498 mm",summary,Wife,"A sequel to BMSat 6932 (""Wife & no wife"") which was reissued 27 March 1788. The final figure of the date appears to have been altered from '6' to '8'. The Prince and Mrs. Fitzherbert in the bedroom of a French inn ; a maidservant enters (left) with a tea-tray. The Prince, yawning and stretching with a dissipated air, is seated on the edge of a table; the revelry of the past night is indicated by an overturned decanter, broken wineglass, and a broken candle. Another candlestick and broken wine-glass lie on the ground, together with the Prince's top-boots. He wears slippers and his stockings are ungartered, the 'honi soit qui mal y' [pense] ribbon hanging round his leg. Mrs. Fitzherbert, seated on the bed, draws on a stocking; her garter inscribed 'Fox' lies on the ground (cf. BMSat 7306). The bed is heavily draped with fringed curtains. The Prince's feathered hat hangs on the wall. Cf. British Museum online catalog.",GenderTerms
(OCoLC)ocn701813948,443817,20240722163234.0,"Gillray, James,1756-1815,printmaker.","The morning after marriage, or, A scene on the continent[print] /plenipo Georgy fecit.","1 print :etching, hand colored ;image: 390 x 486 mm; sheet: 404 x 498 mm",summary,wife,"A sequel to BMSat 6932 (""Wife & no wife"") which was reissued 27 March 1788. The final figure of the date appears to have been altered from '6' to '8'. The Prince and Mrs. Fitzherbert in the bedroom of a French inn ; a maidservant enters (left) with a tea-tray. The Prince, yawning and stretching with a dissipated air, is seated on the edge of a table; the revelry of the past night is indicated by an overturned decanter, broken wineglass, and a broken candle. Another candlestick and broken wine-glass lie on the ground, together with the Prince's top-boots. He wears slippers and his stockings are ungartered, the 'honi soit qui mal y' [pense] ribbon hanging round his leg. Mrs. Fitzherbert, seated on the bed, draws on a stocking; her garter inscribed 'Fox' lies on the ground (cf. BMSat 7306). The bed is heavily draped with fringed curtains. The Prince's feathered hat hangs on the wall. Cf. British Museum online catalog.",GenderTerms
(OCoLC)ocn701813884,443831,20240722163238.0,"Gillray, James,1756-1815,printmaker.",Blood on thunder fording the Red Sea[print].,"1 print :etching, hand colored ;image: 227 x 336 mm; plate mark: 247 x 349 mm; sheet: 245 x 346 mm",summary,oriental,"""Thurlow, in his Chancellor's wig and gown, wades waist-deep in the sea, advancing towards the spectator. On his shoulders sits Hastings, in oriental dress, holding in each arm a large money-bag inscribed '£4.000.000'. Thurlow scowls; Hastings has a serene and contented expression. In the water (a sea of blood) are the mutilated corpses of Indians: three heads tied together by the hair float in the water; a man floats with a rope round his neck; there are also a scourge and birch-rod.""--British Museum online catalog.",RaceTerms
(OCoLC)ocn701813884,443831,20240722163238.0,"Gillray, James,1756-1815,printmaker.",Blood on thunder fording the Red Sea[print].,"1 print :etching, hand colored ;image: 227 x 336 mm; plate mark: 247 x 349 mm; sheet: 245 x 346 mm",summary,Indians,"""Thurlow, in his Chancellor's wig and gown, wades waist-deep in the sea, advancing towards the spectator. On his shoulders sits Hastings, in oriental dress, holding in each arm a large money-bag inscribed '£4.000.000'. Thurlow scowls; Hastings has a serene and contented expression. In the water (a sea of blood) are the mutilated corpses of Indians: three heads tied together by the hair float in the water; a man floats with a rope round his neck; there are also a scourge and birch-rod.""--British Museum online catalog.",RaceTerms
(OCoLC)ocn701813975,443842,20240722163238.0,"Gillray, James,1756-1815,printmaker.","The bow to the throne, alias the begging bow[print].","1 print :etching & engraving, hand-colored ;image: 199 x 278 mm; plate mark: 224 x 283 mm; sheet: 230 x 295 mm",summary,oriental,"""A parody of BMSat 7309. Warren Hastings, seated on a close-stool containing guineas, his feet resting on a stool, leans forward, a bag of 'Pagodas' in his left hand, of 'Roopees' in his right, which he hands to Thurlow and Pitt respectively, who bow before him with hands outstretched to take the money-bags. He says, ""Dear Gentlemen this is too little your modesty really distresses me"". He wears oriental dress with a crown on his turban. On his seat is a reversed crown. Queen Charlotte (in place of Burke) grovels on the floor, kissing Hastings's toe; she clasps a large money-bag inscribed '£200000'; under her left arm is a box inscribed 'Bu[ls]e' (see BMSat 6966, &c). George III (in place of Francis) emerges from the ground behind Hastings, clutching a great heap of guineas which is piled on the floor; his left arm is in the close-stool, taking out guineas; he says, ""I am at the Bottom of it"". In place of the wigs and swords of BMSat 7309 are hats held out to be filled with gifts: a pair of hands (in the Windsor uniform) holds out a hunting-cap (probably intended for one of the King's equerries); a hand holds out a three-cornered hat, a hand in a lawn sleeve holds out a mitre, a hand in a similar sleeve holds out a mortar-board cap. These are inscribed 'Turbæ cætera'. The insignia of the Garter are similarly inscribed. On the wall behind Hastings is a picture (left) of a vast human body emerging from the summit of a mountain scattering coins to a crowd of kneeling suppliants. The frame is inscribed: '""Out it came - ""Not a little tiny Mouse, but a Mountain of delight.' After the title is etched: 'Mew mew mew, fal lal &c &c'.""--British Museum online catalogue.",RaceTerms
443845,443845,20240722163238.0,"Gillray, James,1756-1815,printmaker.",Camera-obscura[print] :minor fuit infamia vero-.,"1 print :etching, hand colored ;image: 156 x 144 mm; plate mark: 160 x 149 mm; sheet: 175 x 157 mm",summary,Indian,"The design follows that of BMSat 7313 which it parodies. Hastings (three quarter length), in profile to the right, holds out his hands to demonstrate the objects which are seen in the diminishing rays of his camera obscura, and which reflect (in the foreground) the objects from the upper part of the design. These are [1] an 'Elephant' chained to a British flag devouring an Indian and trampling on the body of another; [2] 'Mount Ossa', a conical mountain. [3] 'Begums in Tears': a British officer raises his sword to smite a kneeling Indian woman whom he holds by the hair; other women kneel at his feet; on the ground is a decapitated infant. A wagon, with a British flag, inscribed 'Plunder' drives off in the background. [4] 'a Whale' spouting. In the rays of the camera obscura these objects, much reduced, are respectively inscribed: 'a Flea', 'a Wart'. 'Skin'd Mice'. 'An Ouzle'. Three persons (half length) stand on the right watching the reflected scenes: Thurlow says ""Charmingly diminish'd'. Queen Charlotte, decked with jewels, clasps her hands, saying with a pleased smile, 'Poor Mice! I shall cry my Eyes out'. George III looks through an opera-glass, saying, 'Very like an Ouzle'. Cf. British Museum online catalog.",RaceTerms
443845,443845,20240722163238.0,"Gillray, James,1756-1815,printmaker.",Camera-obscura[print] :minor fuit infamia vero-.,"1 print :etching, hand colored ;image: 156 x 144 mm; plate mark: 160 x 149 mm; sheet: 175 x 157 mm",summary,Indian,"The design follows that of BMSat 7313 which it parodies. Hastings (three quarter length), in profile to the right, holds out his hands to demonstrate the objects which are seen in the diminishing rays of his camera obscura, and which reflect (in the foreground) the objects from the upper part of the design. These are [1] an 'Elephant' chained to a British flag devouring an Indian and trampling on the body of another; [2] 'Mount Ossa', a conical mountain. [3] 'Begums in Tears': a British officer raises his sword to smite a kneeling Indian woman whom he holds by the hair; other women kneel at his feet; on the ground is a decapitated infant. A wagon, with a British flag, inscribed 'Plunder' drives off in the background. [4] 'a Whale' spouting. In the rays of the camera obscura these objects, much reduced, are respectively inscribed: 'a Flea', 'a Wart'. 'Skin'd Mice'. 'An Ouzle'. Three persons (half length) stand on the right watching the reflected scenes: Thurlow says ""Charmingly diminish'd'. Queen Charlotte, decked with jewels, clasps her hands, saying with a pleased smile, 'Poor Mice! I shall cry my Eyes out'. George III looks through an opera-glass, saying, 'Very like an Ouzle'. Cf. British Museum online catalog.",RaceTerms
(OCoLC)ocn701828354,443868,20220919154606.0,NULL,A late scene at Barnet[print].,1 print :etching with engraving ;image: 102 x 168 mm; sheet: 118 x 186 mm,summary,mistress,Social satire: a party (led by Major-General John Scott of Balcomie) bursts into a bedroom where a half-naked lover (Captain James Sutherland) jumps out of a window leaving his mistress (Lady Mary Scott) behind in a four-poster bed.,GenderTerms
(OCoLC)ocn701831772,443874,20240722163234.0,NULL,"[France and England, or, A prospect of a peace][print].",1 print :etching ;sheet: 133 x 138 mm,summary,gentleman,"Satire on the consequences of the Peace of Paris and Lord Bute's disdain for those who had fought. Two compartments: on the left, a Spaniard and a Frenchman discuss their certain prospects of renewing war with Britain in the near future; beyond ships lie ready to sail and soldiers march beneath a flag; on the right, a sailor threatens a gentleman with a pistol claiming, ""I may as well risk hanging for something as I have been shott for nothing and I cannot star[v]e"" to which the gentleman replies, ""This is always The consequence of peache in England, we neglect those in Peace that were our Bulwarks in War"", and a one-legged soldier begs from a man who states ""I am valet de chamber to Lord B[ut]e & have lear[ne]d from him to encourage no beggars, but my own country[men]""; beyond, a Scotsman hangs a man on a gallows and ships lie by the shore their sails struck. Cf. British Museum online catalog.",Aggrandizement
(OCoLC)ocn701831772,443874,20240722163234.0,NULL,"[France and England, or, A prospect of a peace][print].",1 print :etching ;sheet: 133 x 138 mm,summary,gentleman,"Satire on the consequences of the Peace of Paris and Lord Bute's disdain for those who had fought. Two compartments: on the left, a Spaniard and a Frenchman discuss their certain prospects of renewing war with Britain in the near future; beyond ships lie ready to sail and soldiers march beneath a flag; on the right, a sailor threatens a gentleman with a pistol claiming, ""I may as well risk hanging for something as I have been shott for nothing and I cannot star[v]e"" to which the gentleman replies, ""This is always The consequence of peache in England, we neglect those in Peace that were our Bulwarks in War"", and a one-legged soldier begs from a man who states ""I am valet de chamber to Lord B[ut]e & have lear[ne]d from him to encourage no beggars, but my own country[men]""; beyond, a Scotsman hangs a man on a gallows and ships lie by the shore their sails struck. Cf. British Museum online catalog.",Aggrandizement
(OCoLC)on1057062910,443876,20240722163243.0,NULL,How happy could I be with either were t'other dear charmer away[print] :Beg. Op.,1 print :etching ;image: 98 x 173 mm; sheet: 127 x 206 mm,summary,Miss,"A satire on the Pretender, Miss (""Jenny"") Cameron, and Miss (Flora) Macdonald. Three oval half-length portraits of Cameron, Prince Charles, and Macdonald, in oval medallions",GenderTerms
(OCoLC)on1057062910,443876,20240722163243.0,NULL,How happy could I be with either were t'other dear charmer away[print] :Beg. Op.,1 print :etching ;image: 98 x 173 mm; sheet: 127 x 206 mm,summary,Miss,"A satire on the Pretender, Miss (""Jenny"") Cameron, and Miss (Flora) Macdonald. Three oval half-length portraits of Cameron, Prince Charles, and Macdonald, in oval medallions",GenderTerms
(OCoLC)on1345679988,443952,20220926154839.0,NULL,A Godly company?![print].,1 print :etching with mezzotint ;sheet: 96 x 437 mm,summary,foremost,"Design features two vignettes; at left, a cat in a gown sits enthroned in a chair on top of a barrel, with two female feline attendants at far left, and a guard at right; she receives a long line of simian figures wearing wigs and coats, the foremost bearing a sceptor; above them a line of text reads, ""The Mayor and Corporation to wait on your eminence""; a second scene at right shows at group of men around a table; one of them stands and proclaims, ""I address myself to the Chair-I don't pretend an Horator, I am no Mostemis nor a Kickero [...] I say it is a burning shame to give a guinea a quart for green peas!!!""; and another man responds ""Mr. Alderman is perfectly right, it is a burning shame.""",Aggrandizement
(OCoLC)ocn701809004,444045,20240722163236.0,NULL,The West Country puffing family[print].,1 print :etching & stipple engraving ;image: 78 x 305 mm; plate mark: 87 x 312 mm; sheet: 227 x 330 mm,summary,Miss,"Five heads, grotesquely caricatured, arranged in two pairs, facing each other, in profile, the centre head being full-face and superimposed upon the two heads which are back to back. On the left, in profile to the right, is 'honest old Coward' who faces 'Squire Richard'. On the right 'Dick Howard', in profile to the right, faces 'Miss Bridget'. In the centre is an old woman wearing spectacles, 'Goody Gobble Cock'. Cf. British Museum online catalog.",GenderTerms
NULL,444082,20221011115016.0,NULL,Iphigenia (Miss Chudleigh[drawing].,1 drawing,summary,Miss,"Satire on Miss Chudleigh, shown at a masquerade ball dressed as the character Iphigenia, wearing a loose tunic with her breasts exposed, shown in the act of removing her mask as she is seized around the waist by a man wearing a long gown and a tricorne hat; in the background at left, two masqueraders dressed as ""Punch"" and ""Judy"" stand in conversation.",GenderTerms
NULL,444090,20221011115236.0,"Brasser, Leendert,1727-1793,etcher.",De Werking Der Vryheids Zoonen[print] /F.J. Pfeiffer inv. at delin. ; L. Brasser sculp.,1 print :etching ;sheet: 273 x 369 mm,summary,Patriot,"Etching by Brasser after Pfeiffer illustrating a broadside with an allegory on the Dutch Patriot determination to defend republican ideas, protecting the Netherlands from the Orangists and other evil forces; showing in the background a large formation of soldiers next to a pyramid which is decorated with the seven coats-of-arms of the United Provinces, in the central right middleground the Dutch Lion and a group of soldiers forcing various people, animals, and allegorical figures away, on the left William V in a suit of armour holding two wreaths and stepping on a shield and arms, in the left foreground a group of Patriot soldiers erecting a long lance surmounted with a freedom hat. Cf. British Museum online catalog.",Aggrandizement
NULL,444090,20221011115236.0,"Brasser, Leendert,1727-1793,etcher.",De Werking Der Vryheids Zoonen[print] /F.J. Pfeiffer inv. at delin. ; L. Brasser sculp.,1 print :etching ;sheet: 273 x 369 mm,summary,Patriot,"Etching by Brasser after Pfeiffer illustrating a broadside with an allegory on the Dutch Patriot determination to defend republican ideas, protecting the Netherlands from the Orangists and other evil forces; showing in the background a large formation of soldiers next to a pyramid which is decorated with the seven coats-of-arms of the United Provinces, in the central right middleground the Dutch Lion and a group of soldiers forcing various people, animals, and allegorical figures away, on the left William V in a suit of armour holding two wreaths and stepping on a shield and arms, in the left foreground a group of Patriot soldiers erecting a long lance surmounted with a freedom hat. Cf. British Museum online catalog.",Aggrandizement
(OCoLC)ocn701807180,444113,20240808182742.0,"Gillray, James,1756-1815,printmaker.",The political banditti assailing the saviour of India[print].,"1 print :etching and aquatint, hand colored ;image: 290 x 407 mm; plate mark: 311 x 418 mm; sheet: 315 x 423 mm",summary,oriental,"Hastings, in oriental dress, rides (right to left) a camel. He and the camel look down with dignified contempt at Burke (left), who fires a blunderbuss point-blank at the 'Shield of Honour' on Hastings's left arm. On the shield is a crown. Behind Hastings are Fox and North (right): Fox raises a dagger with burlesqued gestures and an expression of frenzied rage; North, very short and fat, clutches one of the bags behind Hastings inscribed 'Lacks Rupees added to the Revenue'; this is tied to another inscribed 'Rupees Do'. The three assailants are much caricatured and all wear armour; Burke, grotesquely thin and like some malignant insect, wears a Jesuit's biretta (cf. BMSat 6026). He somewhat resembles the Don Quixote of BMSat 7678, &c, cf. also BMSat 7158; a wallet of 'Charges' is slung across his shoulder, bare feet project from the greaves which cover his legs. North wears his Garter ribbon over his armour, with a feathered helmet and top-boots. The point of a large sabre with a damaged blade projects through the tattered scabbard which is inscribed 'American Subjugation'. Fox wears the cloak of a conspirator over his armour (cf. BMSat 6389, &c). Hastings (not caricatured) wears a jewelled turban, floating draperies, trousers, and slippers; his camel is heavily draped. On its back are bags, inscribed 'Saved to the Company' and 'Eastern Gems for the British Crown', with a rolled map, 'Territories acquired by W. Hastings'. Cf. British Museum online catalog.",RaceTerms
(OCoLC)on1422101031,444115,20240808182718.0,"Gillray, James,1756-1815,printmaker.",Opposition-coaches[print].,"1 print :etching, hand colored ;image: 242 x 861 mm; sheet: 265 x 861 mm",summary,oriental,"On the left hand sheet of the design, a stage-coach drives (right to left) through water; the four horses have human heads. A signpost on the extreme right points 'To the Slough of Despond'. The driver is Burke; he lashes the horses furiously. On the box under his legs are the (broken) scales and sword of Justice and a laurel wreath. Fox sits on the roof as the guard, holding a blunderbuss. He and Burke watch with alarm the horses who are advancing into deeper water. The heads of the horses are in profile; Derby is the off leader, Sheridan the near wheeler. The near leader may be Windham. The heads of four passengers (members of the Opposition), with anxious or despairing expressions, are visible through the window. The middle of the three facing the horses resembles Portland, the man on his right Stormont. The man on his left is Francis (as in BMSat 7330). Their 'vis-à-vis' may be Lord Carlisle. On the side of the coach, which is 'Licens'd by Act of Parliament', is a crest: a bull (for John Bull) with the motto 'Pro Bono Publico'. The basket at the back is filled with documents inscribed 'Bill of Rights', 'Magna Charta', 'Impeachment of W. Hastings'. Beneath the design is etched: 'O Liberty! O Virtue! O my Country!' Two bats and an owl fly above the horses, showing that night is coming on. Dark clouds obscure the horizon on the left. On the right hand sheet, stage-coach is driven (left to right) uphill at a gallop, the horses having human heads as in BMSat 7323. The arm of a signpost on the extreme left points 'To the Temple of Honor'. Thurlow drives, lashing furiously. George III, in profile to the right, is seated in the boot at the back of the coach holding a musket with a fixed bayonet. The Queen sits on the roof as an outside passenger, dressed as an old market-woman ; she holds a basket of 'Golden Eggs' on her knee, and another basket at her side in which is a goose which hisses at the King. Within the coach Hastings (left) and Mrs. Hastings (right) sit facing each other; he is in oriental dress; she wears a jewelled turban with a crown, and her neck is covered with jewels. The coach is 'Licens'd by Royal Authority'; on its panel are the royal arms. On the box under Thurlow's legs are a star and ribbon, a coronet, and feathers. The leaders have the faces of Pitt1 and Sydney, the wheelers are Dundas and Pepper Arden. The horses are galloping uphill and the sky is clear, contrasting with the scene on the left hand side of the composition.",RaceTerms
(OCoLC)on1057761273,444118,20240722163246.0,NULL,The children of India worshiping the golden calf[print] :this be thy God O India! who has brought thee to the verge of destruction.,1 print :etching ;image: 422 x 532 mm; sheet: 425 x 537 mm,summary,Indian,"""Indian men and women kneel before a large rectangular pedestal on which stands a golden calf with the head of Hastings. Three Indians lie on the pedestal at Hastings's feet, making gestures of despair and entreaty. From his mouth protrudes a sword (left) inscribed 'The Brand of Devastation'. On his back sits Wilkes facing the tail (right) which he lifts with one hand; in the other is the cap of 'Liberty' in which he catches large jewels excreted by the Golden Calf. He wears a livery gown and says: ""Who would not wipe a Calf's Backside, To gain the Sparks of Eastern Pride"". At the Calf's feet lie a crown, sceptre, and orb, with scimitars. On the ground and on the extreme left a well-dressed man stands before an altar holding a knife which drips blood over the altar; he says, pointing to an Indian who lies at his feet, stabbed through the heart: 'When British Judges rule the Coast, The Natives must obey, No palliative means we boast, By G--you die or pay'. In the foreground (right) stand Thurlow and a military officer. The Chancellor, who wears his wig and robe, is blindfolded; in his right hand he holds erect the 'Sword of Justice', which is being taken from him by the officer who holds a diamond against the blade. In Thurlow's left hand is a bag inscribed 'Gold Moors'; he says: ""Which Powerful God my wavering mind controuls, And my Sage Brows with Golden bands infolds, 'Tis Mammons self I can be Just no more, Take thou the Sword give me the Golden Store"". The officer, who wears a wallet or haversack inscribed 'Diamonds', says: ""So shall we Triumph while the Diamond's smile, Can melt the Soul and Justice's beguile."" Three Indians who kneel in the foreground below the pedestal of the Golden Calf are offering money (a bag inscribed 'Gold Moors') and jewel-boxes to Hastings.""--British Museum online catalogue.",RaceTerms
(OCoLC)on1057761273,444118,20240722163246.0,NULL,The children of India worshiping the golden calf[print] :this be thy God O India! who has brought thee to the verge of destruction.,1 print :etching ;image: 422 x 532 mm; sheet: 425 x 537 mm,summary,Indians,"""Indian men and women kneel before a large rectangular pedestal on which stands a golden calf with the head of Hastings. Three Indians lie on the pedestal at Hastings's feet, making gestures of despair and entreaty. From his mouth protrudes a sword (left) inscribed 'The Brand of Devastation'. On his back sits Wilkes facing the tail (right) which he lifts with one hand; in the other is the cap of 'Liberty' in which he catches large jewels excreted by the Golden Calf. He wears a livery gown and says: ""Who would not wipe a Calf's Backside, To gain the Sparks of Eastern Pride"". At the Calf's feet lie a crown, sceptre, and orb, with scimitars. On the ground and on the extreme left a well-dressed man stands before an altar holding a knife which drips blood over the altar; he says, pointing to an Indian who lies at his feet, stabbed through the heart: 'When British Judges rule the Coast, The Natives must obey, No palliative means we boast, By G--you die or pay'. In the foreground (right) stand Thurlow and a military officer. The Chancellor, who wears his wig and robe, is blindfolded; in his right hand he holds erect the 'Sword of Justice', which is being taken from him by the officer who holds a diamond against the blade. In Thurlow's left hand is a bag inscribed 'Gold Moors'; he says: ""Which Powerful God my wavering mind controuls, And my Sage Brows with Golden bands infolds, 'Tis Mammons self I can be Just no more, Take thou the Sword give me the Golden Store"". The officer, who wears a wallet or haversack inscribed 'Diamonds', says: ""So shall we Triumph while the Diamond's smile, Can melt the Soul and Justice's beguile."" Three Indians who kneel in the foreground below the pedestal of the Golden Calf are offering money (a bag inscribed 'Gold Moors') and jewel-boxes to Hastings.""--British Museum online catalogue.",RaceTerms
(OCoLC)on1057761273,444118,20240722163246.0,NULL,The children of India worshiping the golden calf[print] :this be thy God O India! who has brought thee to the verge of destruction.,1 print :etching ;image: 422 x 532 mm; sheet: 425 x 537 mm,summary,Indian,"""Indian men and women kneel before a large rectangular pedestal on which stands a golden calf with the head of Hastings. Three Indians lie on the pedestal at Hastings's feet, making gestures of despair and entreaty. From his mouth protrudes a sword (left) inscribed 'The Brand of Devastation'. On his back sits Wilkes facing the tail (right) which he lifts with one hand; in the other is the cap of 'Liberty' in which he catches large jewels excreted by the Golden Calf. He wears a livery gown and says: ""Who would not wipe a Calf's Backside, To gain the Sparks of Eastern Pride"". At the Calf's feet lie a crown, sceptre, and orb, with scimitars. On the ground and on the extreme left a well-dressed man stands before an altar holding a knife which drips blood over the altar; he says, pointing to an Indian who lies at his feet, stabbed through the heart: 'When British Judges rule the Coast, The Natives must obey, No palliative means we boast, By G--you die or pay'. In the foreground (right) stand Thurlow and a military officer. The Chancellor, who wears his wig and robe, is blindfolded; in his right hand he holds erect the 'Sword of Justice', which is being taken from him by the officer who holds a diamond against the blade. In Thurlow's left hand is a bag inscribed 'Gold Moors'; he says: ""Which Powerful God my wavering mind controuls, And my Sage Brows with Golden bands infolds, 'Tis Mammons self I can be Just no more, Take thou the Sword give me the Golden Store"". The officer, who wears a wallet or haversack inscribed 'Diamonds', says: ""So shall we Triumph while the Diamond's smile, Can melt the Soul and Justice's beguile."" Three Indians who kneel in the foreground below the pedestal of the Golden Calf are offering money (a bag inscribed 'Gold Moors') and jewel-boxes to Hastings.""--British Museum online catalogue.",RaceTerms
(OCoLC)on1057761273,444118,20240722163246.0,NULL,The children of India worshiping the golden calf[print] :this be thy God O India! who has brought thee to the verge of destruction.,1 print :etching ;image: 422 x 532 mm; sheet: 425 x 537 mm,summary,Natives,"""Indian men and women kneel before a large rectangular pedestal on which stands a golden calf with the head of Hastings. Three Indians lie on the pedestal at Hastings's feet, making gestures of despair and entreaty. From his mouth protrudes a sword (left) inscribed 'The Brand of Devastation'. On his back sits Wilkes facing the tail (right) which he lifts with one hand; in the other is the cap of 'Liberty' in which he catches large jewels excreted by the Golden Calf. He wears a livery gown and says: ""Who would not wipe a Calf's Backside, To gain the Sparks of Eastern Pride"". At the Calf's feet lie a crown, sceptre, and orb, with scimitars. On the ground and on the extreme left a well-dressed man stands before an altar holding a knife which drips blood over the altar; he says, pointing to an Indian who lies at his feet, stabbed through the heart: 'When British Judges rule the Coast, The Natives must obey, No palliative means we boast, By G--you die or pay'. In the foreground (right) stand Thurlow and a military officer. The Chancellor, who wears his wig and robe, is blindfolded; in his right hand he holds erect the 'Sword of Justice', which is being taken from him by the officer who holds a diamond against the blade. In Thurlow's left hand is a bag inscribed 'Gold Moors'; he says: ""Which Powerful God my wavering mind controuls, And my Sage Brows with Golden bands infolds, 'Tis Mammons self I can be Just no more, Take thou the Sword give me the Golden Store"". The officer, who wears a wallet or haversack inscribed 'Diamonds', says: ""So shall we Triumph while the Diamond's smile, Can melt the Soul and Justice's beguile."" Three Indians who kneel in the foreground below the pedestal of the Golden Calf are offering money (a bag inscribed 'Gold Moors') and jewel-boxes to Hastings.""--British Museum online catalogue.",RaceTerms
(OCoLC)on1057761273,444118,20240722163246.0,NULL,The children of India worshiping the golden calf[print] :this be thy God O India! who has brought thee to the verge of destruction.,1 print :etching ;image: 422 x 532 mm; sheet: 425 x 537 mm,summary,Indians,"""Indian men and women kneel before a large rectangular pedestal on which stands a golden calf with the head of Hastings. Three Indians lie on the pedestal at Hastings's feet, making gestures of despair and entreaty. From his mouth protrudes a sword (left) inscribed 'The Brand of Devastation'. On his back sits Wilkes facing the tail (right) which he lifts with one hand; in the other is the cap of 'Liberty' in which he catches large jewels excreted by the Golden Calf. He wears a livery gown and says: ""Who would not wipe a Calf's Backside, To gain the Sparks of Eastern Pride"". At the Calf's feet lie a crown, sceptre, and orb, with scimitars. On the ground and on the extreme left a well-dressed man stands before an altar holding a knife which drips blood over the altar; he says, pointing to an Indian who lies at his feet, stabbed through the heart: 'When British Judges rule the Coast, The Natives must obey, No palliative means we boast, By G--you die or pay'. In the foreground (right) stand Thurlow and a military officer. The Chancellor, who wears his wig and robe, is blindfolded; in his right hand he holds erect the 'Sword of Justice', which is being taken from him by the officer who holds a diamond against the blade. In Thurlow's left hand is a bag inscribed 'Gold Moors'; he says: ""Which Powerful God my wavering mind controuls, And my Sage Brows with Golden bands infolds, 'Tis Mammons self I can be Just no more, Take thou the Sword give me the Golden Store"". The officer, who wears a wallet or haversack inscribed 'Diamonds', says: ""So shall we Triumph while the Diamond's smile, Can melt the Soul and Justice's beguile."" Three Indians who kneel in the foreground below the pedestal of the Golden Calf are offering money (a bag inscribed 'Gold Moors') and jewel-boxes to Hastings.""--British Museum online catalogue.",RaceTerms
444147,444147,20240722163238.0,"Ramberg, Johann Heinrich,1763-1840",The triumph[print].,1 print :etching ;sheet: 321 x 467 mm,summary,Distinguished,"A fantastic (and fictitious) representation of Humphries after his fight with Mendoza at Odiham on 9 Jan. 1788. Distinguished amateurs chair (left to right) Humphries who sits with his hands on his hips looking down with a scowl at Mendoza (left), who reclines, very sick. The two foremost supporters of Humphries' chair are the Prince of Wales waving his hat, and a stout butcher who puts his right arm round the Prince's waist. Behind them (left) is a man in a furred civic gown (? Alderman Newnham) and a cheering (?) sailor, of grotesque appearance. On the left is a group of Jewish men: one, with the appearance of a rabbi, supports Mendoza, pointing over his shoulder to Lord George Gordon, who stands behind, reading from the 'Talmud'. Another kneels beside Mendoza, tending his wounds. In front of the procession (right) marches George Hanger, turning his head to watch the Prince. In his right hand is his shillelagh, in his left he supports a large banner on which is a picture of Humphries sparring, in a crouching attitude, with the inscription: 'Long live Humphries the Victorious, who in a bloody fight overcame the 12 Tribes of Israel Hallelu. Halle.' On a mound behind Hanger, Major Topham stands facing the procession blowing a trumpet from which issue the words 'The Hero of the World!' In his left hand is a newspaper headed 'Fashionable Advertiser', with the imprint 'J. Bell & Co.' (see BMSat 7211). A woman stands on the extreme right gazing admiringly at Humphries, while behind Topham a cheering crowd receding in perspective watches the procession. Cf. British Museum online catalogue.",Aggrandizement
